attack_ledger,contexts,create_time,episode_id,first_attack_turn,first_ready_turn,first_shadow_turn,is_first_choice,is_first_offered,log_turns,min_overage,opening_basics,opening_dark_energy,opening_grim_ex,opening_hand,opening_impidimp,opening_morgrem,opening_rare_candy,opp_attacks,opp_bodies_left,opp_damage,opp_deck_left,opp_first_attack_turn,opp_grim_ko,opp_kos,opp_max_attack_damage,opp_mulligans,opp_one_shot_kos,opp_prize_left,opponent_family,opponent_hash,opponent_rating,opponent_submission,our_active_steps,our_attacks,our_bodies_left,our_damage,our_deck_left,our_draws,our_empty_actions,our_grim_ko,our_grim_one_shot,our_hand_left,our_ko_ledger,our_kos,our_max_attack_damage,our_mulligans,our_one_shot_kos,our_prize_left,our_rating,our_small_ko,our_turns,our_zero_damage_attacks,seat,statuses,turns,version,went_first,won
"[{""t"": 3, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 46, ""1"": 1, ""3"": 1, ""4"": 1, ""7"": 18, ""13"": 9, ""15"": 4, ""16"": 9, ""21"": 5, ""22"": 2, ""30"": 2, ""37"": 1, ""38"": 1, ""40"": 9, ""41"": 1, ""43"": 2}",2026-08-11T09:33:54.537734200Z,91935543,3,3,3,0,True,11,588.1600480000005,1,2,0,7|1137|1219|646|1079|1152|7,1,0,1,2,5,600,26,6,1,2,390,2,1,4,Grimmsnarl (mirror),9714ab5c3996f6cc,919.5545,55419172,112,4,6,840,21,32,0,0,0,7,"[{""t"": 8, ""c"": 112, ""os"": false}, {""t"": 8, ""c"": 112, ""os"": true}]",5,210,0,2,1,975.1634,2,6,0,0,DONE|DONE,11,v19a,True,True
"[{""t"": 2, ""by"": ""opp"", ""atk"": 1070, ""card"": 741, ""dmg"": 10, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 4, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 140, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 200, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 360, ""ko"": 1, ""os"": 1}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 180, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 300, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}]","{""0"": 41, ""1"": 1, ""4"": 2, ""5"": 2, ""7"": 15, ""8"": 1, ""13"": 7, ""15"": 4, ""16"": 7, ""21"": 6, ""22"": 2, ""40"": 4, ""41"": 1, ""43"": 2}",2026-08-11T09:37:50.459552600Z,91936487,3,5,5,0,True,11,594.3323829999997,1,1,1,1086|1219|648|7|646|1086|1259,1,0,0,4,5,650,11,2,0,2,300,0,1,3,Alakazam,cc38cb450b86770a,919.8536,55397324,95,5,5,1320,15,27,0,1,0,3,"[{""t"": 4, ""c"": 104, ""os"": true}, {""t"": 10, ""c"": 648, ""os"": false}]",6,390,0,3,1,996.8631,1,6,1,0,DONE|DONE,11,v19a,True,True
"[{""t"": 3, ""by"": ""opp"", ""atk"": 1071, ""card"": 742, ""dmg"": 30, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 200, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 9, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 360, ""ko"": 1, ""os"": 1}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 360, ""ko"": 1, ""os"": 1}, {""t"": 11, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 380, ""ko"": 1, ""os"": 1}, {""t"": 12, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 13, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 460, ""ko"": 1, ""os"": 0}]","{""0"": 43, ""1"": 1, ""4"": 3, ""5"": 2, ""7"": 16, ""8"": 1, ""13"": 3, ""15"": 4, ""16"": 3, ""21"": 7, ""22"": 3, ""40"": 1, ""43"": 3}",2026-08-11T09:41:51.051173600Z,91937433,6,6,6,,False,13,594.4849219999999,1,0,0,1080|647|1086|1227|1219|1219|112,0,1,0,5,5,1430,1,3,0,4,460,0,3,1,Alakazam,cc38cb450b86770a,915.2285,55425741,90,4,4,1530,16,26,0,3,2,2,"[{""t"": 5, ""c"": 104, ""os"": true}, {""t"": 9, ""c"": 648, ""os"": true}, {""t"": 11, ""c"": 648, ""os"": true}, {""t"": 13, ""c"": 648, ""os"": false}]",4,390,0,4,1,1015.3103,1,6,0,1,DONE|DONE,13,v19a,False,False
"[{""t"": 3, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}]","{""0"": 13, ""1"": 1, ""5"": 2, ""7"": 2, ""15"": 1, ""21"": 3, ""22"": 1, ""37"": 1, ""43"": 1}",2026-08-11T09:45:53.159111Z,91938385,3,3,3,,False,4,597.6477439999999,1,1,1,104|648|1227|1227|646|7|1097,1,0,0,0,1,0,37,,0,0,0,0,0,6,Alakazam,28c260bfbfef601b,507.6293,54021720,25,1,6,390,35,17,0,0,0,3,[],1,390,0,1,5,984.2641,0,2,0,1,DONE|DONE,4,v19a,True,True
"[{""t"": 4, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}]","{""0"": 41, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""7"": 15, ""13"": 9, ""15"": 4, ""16"": 9, ""21"": 3, ""22"": 1, ""30"": 1, ""37"": 1, ""40"": 9, ""41"": 1, ""43"": 1}",2026-08-11T09:49:50.622306500Z,91939328,5,5,5,0,True,11,594.656505,4,1,0,112|1097|7|112|646|860|1227,1,0,0,2,2,420,31,4,1,2,210,0,1,4,Grimmsnarl (mirror),9714ab5c3996f6cc,967.7679,55218119,100,4,6,1020,23,37,0,0,0,7,"[{""t"": 4, ""c"": 647, ""os"": true}, {""t"": 6, ""c"": 646, ""os"": false}]",5,390,0,2,1,985.4778,2,6,0,0,DONE|DONE,11,v19a,True,True
"[{""t"": 4, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 13, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 14, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 15, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 16, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 54, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 1, ""5"": 2, ""7"": 18, ""13"": 8, ""15"": 6, ""16"": 8, ""21"": 7, ""22"": 3, ""30"": 4, ""40"": 8, ""41"": 1, ""43"": 3}",2026-08-11T09:53:50.865442800Z,91940351,5,5,5,0,True,16,591.1414759999996,2,2,0,7|1086|1097|7|1137|860|112,0,0,0,5,5,1050,21,4,2,5,210,0,1,2,Grimmsnarl (mirror),9714ab5c3996f6cc,955.6717,55394845,127,6,5,1260,13,34,0,1,0,7,"[{""t"": 4, ""c"": 860, ""os"": true}, {""t"": 8, ""c"": 112, ""os"": false}, {""t"": 10, ""c"": 112, ""os"": false}, {""t"": 14, ""c"": 112, ""os"": false}, {""t"": 16, ""c"": 648, ""os"": false}]",3,210,0,0,1,1004.9591,4,8,0,0,DONE|DONE,16,v19a,True,False
"[{""t"": 3, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 4, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 2, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 1, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 250, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 250, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 0}]","{""0"": 41, ""1"": 1, ""4"": 2, ""5"": 2, ""7"": 17, ""13"": 5, ""15"": 4, ""16"": 5, ""21"": 7, ""22"": 3, ""37"": 1, ""40"": 5, ""43"": 3}",2026-08-11T09:57:50.529628300Z,91941193,4,4,4,,False,11,594.9151350000004,1,0,1,647|1079|1219|646|1227|1152|648,1,1,1,5,5,1110,17,3,1,4,250,1,1,1,Grimmsnarl (mirror),9714ab5c3996f6cc,932.603,55390724,96,4,4,910,18,34,0,2,0,5,"[{""t"": 3, ""c"": 646, ""os"": true}, {""t"": 7, ""c"": 648, ""os"": false}, {""t"": 11, ""c"": 648, ""os"": false}, {""t"": 11, ""c"": 112, ""os"": false}]",3,250,1,0,2,982.1316,2,5,0,1,DONE|DONE,11,v19a,False,False
"[{""t"": 3, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 12, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 0}, {""t"": 13, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 0}]","{""0"": 44, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 2, ""5"": 2, ""7"": 18, ""13"": 5, ""15"": 5, ""16"": 5, ""21"": 7, ""22"": 3, ""30"": 2, ""37"": 2, ""40"": 5, ""41"": 1, ""43"": 3}",2026-08-11T10:01:50.528250300Z,91942142,3,3,3,0,True,13,590.7063740000003,2,0,1,646|648|1079|1231|1219|112|1097,1,0,1,4,3,1020,26,6,2,4,390,0,1,1,Grimmsnarl (mirror),9714ab5c3996f6cc,1018.1872,55422271,107,5,5,1050,13,33,0,1,0,7,"[{""t"": 6, ""c"": 112, ""os"": true}, {""t"": 10, ""c"": 112, ""os"": false}, {""t"": 12, ""c"": 648, ""os"": false}, {""t"": 12, ""c"": 646, ""os"": false}]",4,210,0,1,1,960.8509,3,7,0,0,DONE|DONE,13,v19a,True,True
"[{""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 1, ""os"": 1}, {""t"": 7, ""by"": ""opp"", ""atk"": 540, ""card"": 387, ""dmg"": 140, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 240, ""ko"": 1, ""os"": 1}, {""t"": 9, ""by"": ""opp"", ""atk"": 531, ""card"": 381, ""dmg"": 230, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 531, ""card"": 381, ""dmg"": 160, ""ko"": 1, ""os"": 0}, {""t"": 12, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 0}]","{""0"": 44, ""1"": 1, ""2"": 1, ""3"": 3, ""4"": 1, ""5"": 1, ""7"": 14, ""13"": 7, ""15"": 4, ""16"": 7, ""21"": 4, ""22"": 1, ""30"": 1, ""37"": 1, ""38"": 1, ""40"": 7, ""43"": 3}",2026-08-11T10:05:52.048221700Z,91943074,6,6,6,,False,12,593.4095259999997,2,1,0,1259|112|112|1097|1219|1152|7,0,0,0,3,2,530,16,7,0,1,230,1,0,4,other: Cynthia's Garchomp ex,daff2ed17de6145d,997.6845,55425381,101,4,6,890,15,30,0,1,0,11,"[{""t"": 11, ""c"": 648, ""os"": false}]",6,240,0,2,1,981.1628,0,6,0,1,DONE|DONE,12,v19a,False,True
"[{""t"": 4, ""by"": ""opp"", ""atk"": 120, ""card"": 96, ""dmg"": 240, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 120, ""card"": 96, ""dmg"": 440, ""ko"": 1, ""os"": 1}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 1, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 120, ""card"": 96, ""dmg"": 440, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 120, ""card"": 96, ""dmg"": 150, ""ko"": 1, ""os"": 1}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 180, ""ko"": 1, ""os"": 0}, {""t"": 12, ""by"": ""opp"", ""atk"": 195, ""card"": 150, ""dmg"": 660, ""ko"": 1, ""os"": 1}]","{""0"": 50, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 4, ""5"": 2, ""7"": 11, ""13"": 7, ""15"": 2, ""16"": 7, ""21"": 5, ""22"": 2, ""30"": 1, ""40"": 4, ""41"": 1, ""43"": 2}",2026-08-11T10:09:50.440970300Z,91944013,7,7,7,0,True,12,592.1613499999999,2,1,0,1227|1097|1122|112|7|647|646,1,1,0,5,5,1930,22,4,0,5,660,0,4,1,other: Hydrapple ex,b97e551a32cdc3a8,1015.6941,55424058,101,2,5,410,15,47,0,2,1,5,"[{""t"": 4, ""c"": 647, ""os"": true}, {""t"": 6, ""c"": 647, ""os"": true}, {""t"": 8, ""c"": 648, ""os"": false}, {""t"": 10, ""c"": 104, ""os"": true}, {""t"": 12, ""c"": 648, ""os"": true}]",2,230,1,0,2,997.8168,3,6,0,0,DONE|DONE,12,v19a,True,False
"[{""t"": 2, ""by"": ""opp"", ""atk"": 1044, ""card"": 722, ""dmg"": 10, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 4, ""by"": ""opp"", ""atk"": 1046, ""card"": 723, ""dmg"": 400, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 1046, ""card"": 723, ""dmg"": 400, ""ko"": 1, ""os"": 1}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 1046, ""card"": 723, ""dmg"": 600, ""ko"": 1, ""os"": 1}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 1046, ""card"": 723, ""dmg"": 300, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""opp"", ""atk"": 1046, ""card"": 723, ""dmg"": 350, ""ko"": 1, ""os"": 0}]","{""0"": 49, ""1"": 1, ""3"": 1, ""4"": 3, ""5"": 2, ""7"": 14, ""13"": 5, ""15"": 3, ""16"": 5, ""21"": 4, ""22"": 1, ""30"": 1, ""37"": 1, ""40"": 3, ""41"": 1, ""43"": 3}",2026-08-11T10:13:50.575453Z,91944940,3,7,7,0,True,12,594.0289949999999,1,1,1,1097|648|860|7|647|1097|1080,0,1,0,6,2,2060,11,2,0,4,600,0,3,2,other: Mega Abomasnow ex,7e7bca6783abe61e,565.8264,53808093,97,4,5,630,11,41,0,2,1,6,"[{""t"": 4, ""c"": 646, ""os"": true}, {""t"": 6, ""c"": 104, ""os"": true}, {""t"": 8, ""c"": 648, ""os"": true}, {""t"": 12, ""c"": 648, ""os"": false}]",1,210,0,0,3,983.861,2,6,1,0,DONE|DONE,12,v19a,True,False
"[{""t"": 2, ""by"": ""opp"", ""atk"": 478, ""card"": 344, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""us"", ""atk"": 936, ""card"": 647, ""dmg"": 60, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""us"", ""atk"": 936, ""card"": 647, ""dmg"": 70, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 260, ""ko"": 1, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 20, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 280, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 20, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 270, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 20, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 280, ""ko"": 0, ""os"": 0}, {""t"": 13, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 190, ""ko"": 1, ""os"": 1}, {""t"": 15, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 20, ""ko"": 0, ""os"": 0}]","{""0"": 62, ""1"": 1, ""3"": 3, ""4"": 2, ""5"": 1, ""7"": 14, ""8"": 1, ""13"": 8, ""15"": 4, ""16"": 8, ""21"": 7, ""22"": 3, ""27"": 1, ""30"": 4, ""34"": 1, ""37"": 2, ""40"": 8, ""41"": 1, ""43"": 3}",2026-08-11T10:17:50.849679200Z,91945881,3,3,7,0,True,16,593.3653740000008,1,0,1,646|1079|648|1259|1219|1097|1227,1,0,1,5,0,1090,29,2,0,2,280,0,0,3,Kangaskhan / Crustle,9b415cc6bbdf6fd5,749.6451,55427037,134,7,6,400,6,44,0,1,0,4,"[{""t"": 6, ""c"": 647, ""os"": false}, {""t"": 10, ""c"": 648, ""os"": false}]",3,190,0,1,4,943.6453,1,8,0,0,DONE|DONE,16,v19a,True,True
"[{""t"": 6, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 9, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 120, ""ko"": 1, ""os"": 1}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 11, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 220, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 250, ""ko"": 0, ""os"": 0}, {""t"": 13, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 350, ""ko"": 1, ""os"": 0}]","{""0"": 39, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 2, ""7"": 15, ""8"": 1, ""13"": 6, ""15"": 3, ""16"": 6, ""21"": 3, ""22"": 1, ""37"": 1, ""40"": 6, ""43"": 1}",2026-08-11T10:21:50.474754800Z,91946755,6,8,8,,False,14,593.447916,2,0,1,1079|648|1122|1219|1137|112|112,0,0,1,3,4,690,9,9,0,2,350,0,1,3,Alakazam,cc38cb450b86770a,1003.0075,55428925,87,4,5,850,21,36,0,1,0,6,"[{""t"": 9, ""c"": 647, ""os"": true}, {""t"": 13, ""c"": 648, ""os"": false}]",4,390,0,2,1,949.2888,1,7,1,1,DONE|DONE,14,v19a,False,True
"[{""t"": 5, ""by"": ""opp"", ""atk"": 478, ""card"": 344, ""dmg"": 40, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 280, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 30, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 270, ""ko"": 1, ""os"": 0}, {""t"": 12, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 200, ""ko"": 0, ""os"": 0}, {""t"": 14, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 180, ""ko"": 1, ""os"": 0}]","{""0"": 52, ""1"": 1, ""2"": 1, ""3"": 4, ""4"": 1, ""5"": 1, ""7"": 15, ""13"": 14, ""15"": 4, ""16"": 14, ""21"": 5, ""22"": 2, ""30"": 3, ""37"": 1, ""38"": 1, ""40"": 14, ""43"": 2}",2026-08-11T10:21:50.628627100Z,91946814,6,4,6,,False,14,589.4592359999999,3,2,0,7|1152|1259|112|112|7|112,0,0,0,3,0,590,24,5,0,1,280,3,0,4,Kangaskhan / Crustle,9b415cc6bbdf6fd5,935.96,55412155,135,5,6,860,19,30,0,1,0,6,"[{""t"": 11, ""c"": 648, ""os"": false}]",3,230,0,0,1,963.9336,0,7,0,1,DONE|DONE,14,v19a,False,True
"[{""t"": 2, ""by"": ""opp"", ""atk"": 323, ""card"": 235, ""dmg"": 20, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 4, ""by"": ""opp"", ""atk"": 323, ""card"": 235, ""dmg"": 20, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 154, ""card"": 121, ""dmg"": 260, ""ko"": 1, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 154, ""card"": 121, ""dmg"": 260, ""ko"": 1, ""os"": 1}, {""t"": 10, ""by"": ""opp"", ""atk"": 154, ""card"": 121, ""dmg"": 260, ""ko"": 1, ""os"": 1}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}]","{""0"": 35, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 3, ""5"": 2, ""7"": 9, ""13"": 9, ""15"": 2, ""16"": 9, ""21"": 6, ""22"": 2, ""30"": 1, ""37"": 1, ""40"": 6, ""41"": 1, ""43"": 2}",2026-08-11T10:25:52.190255800Z,91947765,3,5,5,0,True,11,592.3919930000003,2,2,0,112|7|646|7|647|1086|1219,1,1,0,5,4,820,9,2,0,3,260,0,2,2,Dragapult,6d40ba7438d95d32,956.3575,55412166,92,4,4,420,28,44,0,1,0,1,"[{""t"": 6, ""c"": 648, ""os"": false}, {""t"": 8, ""c"": 646, ""os"": true}, {""t"": 10, ""c"": 646, ""os"": true}]",3,210,2,2,2,991.0534,2,6,2,0,DONE|DONE,11,v19a,True,True
